Rainfall,Humidity,Temperature,pH,Label
355.84,78.92,10.77,7.66,Lentils
1212.49,81.51,12.15,7.71,Cassava
867.84,82.35,10.46,6.93,Peas
730.74,78.35,19.24,8.1,Kale
1475.66,77.09,11.1,6.25,Millet
443.59,86.11,34.02,8.27,Lentils
969.6,80.88,16.78,6.06,Sweet Potatoes
593.38,45.13,24.81,6.18,Rice
738.84,66.83,23.85,5.12,Kale
1344.6,76.84,16.45,5.84,Kale
505.46,46.1,17.14,5.46,Tomatoes
329.65,50.58,11.95,7.4,Sorghum
1473.83,48.34,17.44,6.79,Cabbage
381.99,59.8,15.03,7.89,Irish Potatoes
339.51,54.64,25.26,6.22,Peas
1313.57,63.92,18.97,8.15,Kale
1495.11,48.89,32.51,6.26,Onions
520.82,89.21,22.81,7.45,Kale
847.88,65.06,32.85,7.93,Cowpeas
1148.01,82.16,22.51,7.61,Tomatoes
1487.96,86.54,25.54,5.06,Cassava
368.0,40.19,17.15,8.31,Millet
420.84,51.52,21.7,7.06,Irish Potatoes
1184.46,73.83,28.21,4.61,Bananas
549.3,40.46,19.61,4.9,Bananas
759.72,77.76,24.58,6.15,Lentils
869.44,76.14,28.39,6.04,Sorghum
1499.21,60.64,14.28,6.36,Sorghum
650.99,71.72,24.47,5.27,Lentils
363.43,58.46,20.19,7.25,Rice
716.2,66.18,18.86,8.14,Kale
828.66,85.24,12.73,5.82,Watermelon
1371.2,52.51,30.18,7.51,Cassava
1467.26,59.58,26.61,7.24,Lentils
1373.8,66.13,23.07,5.88,Tomatoes
1358.52,62.06,26.57,5.29,Lentils
926.64,55.92,15.34,4.57,Onions
504.15,46.34,26.31,4.77,Bananas
302.86,72.05,21.88,5.4,Rice
1423.6,72.65,21.7,5.53,Sorghum
925.1,79.03,25.15,6.84,Onions
1100.03,45.93,24.04,6.72,Millet
485.75,61.63,22.02,4.67,Millet
865.28,63.71,29.45,6.75,Cabbage
1130.97,72.8,14.44,5.02,Cassava
491.61,49.4,18.43,7.56,Millet
800.98,45.54,17.29,7.09,Lentils
1380.54,53.17,11.23,5.2,Bananas
470.18,64.71,20.7,6.82,Onions
751.6,80.6,25.66,7.34,Cowpeas
605.08,66.07,11.94,4.88,Beans
372.58,60.93,29.9,5.06,Tomatoes
324.29,79.86,20.84,6.72,Cowpeas
539.29,44.38,13.98,8.45,Beans
1466.93,40.66,26.84,4.85,Carrots
1373.6,71.52,32.39,4.85,Kale
606.43,84.75,15.47,6.71,Green Grams
1007.71,49.85,13.14,7.63,Rice
367.31,60.55,25.75,4.9,Lentils
1075.99,42.28,21.4,5.0,Cassava
489.81,67.05,30.26,7.66,Wheat
354.21,74.93,34.43,8.24,Cassava
1415.11,74.42,12.66,5.81,Wheat
689.44,78.76,15.2,7.44,Maize
319.16,57.53,32.02,6.0,Rice
1327.32,57.26,13.9,5.13,Sweet Potatoes
380.96,79.54,32.07,6.52,Kale
543.33,56.43,29.48,4.68,Beans
1309.99,79.83,34.27,6.02,Millet
805.14,72.07,24.24,6.35,Irish Potatoes
708.54,53.03,30.18,5.93,Bananas
441.29,57.62,21.22,7.64,Carrots
817.17,52.95,28.31,7.06,Cassava
1452.56,40.82,30.78,5.88,Millet
823.5,69.34,27.35,4.52,Kale
456.5,72.27,20.51,7.72,Lentils
1339.11,81.33,22.27,4.7,Millet
648.15,53.96,31.67,5.76,Cassava
331.46,45.15,17.66,7.4,Peas
496.69,71.18,11.17,6.61,Carrots
1064.5,79.26,26.67,8.47,Maize
1115.84,45.02,15.6,8.32,Wheat
394.08,86.9,11.07,5.56,Kale
956.76,81.84,11.93,5.0,Wheat
526.46,81.05,32.5,5.82,Bananas
1021.01,81.19,29.86,5.41,Peas
428.49,85.35,33.14,5.01,Sorghum
1468.99,47.33,22.61,7.49,Cowpeas
539.92,70.28,33.84,4.71,Cassava
310.81,73.12,26.61,7.55,Sorghum
1189.2,89.32,28.94,7.85,Rice
413.41,44.48,34.24,4.95,Lentils
724.77,80.95,32.26,7.83,Sorghum
318.75,49.77,16.96,6.83,Tomatoes
1051.37,86.77,10.19,6.98,Beans
1041.53,50.38,31.81,5.1,Irish Potatoes
540.65,85.16,32.64,6.64,Irish Potatoes
1256.03,71.0,20.41,5.39,Rice
1010.84,82.54,33.48,7.3,Millet
628.54,75.52,28.02,8.03,Onions
867.95,63.49,13.6,7.82,Bananas
475.94,54.08,13.67,5.92,Beans
738.29,41.89,31.45,7.03,Carrots
1003.17,70.72,15.17,6.35,Wheat
867.79,89.45,28.14,7.09,Carrots
1075.06,81.16,23.73,6.01,Cabbage
820.26,42.54,27.14,7.73,Bananas
830.16,85.14,15.65,5.34,Tomatoes
1169.57,82.94,32.67,7.88,Watermelon
887.29,43.94,28.26,6.53,Maize
1451.25,67.0,12.77,6.68,Beans
1225.97,68.68,33.44,4.92,Cabbage
1006.44,61.87,27.44,4.82,Rice
1280.1,62.3,27.41,6.93,Cabbage
495.01,41.36,34.43,8.4,Tomatoes
815.18,70.56,29.76,5.22,Sweet Potatoes
761.3,40.56,18.96,7.08,Beans
1108.08,82.81,14.93,6.96,Rice
1145.84,83.92,14.44,8.28,Cabbage
401.82,55.77,27.59,6.45,Cabbage
1260.32,74.22,19.56,7.57,Cassava
357.16,64.44,24.95,4.99,Wheat
1324.15,60.24,19.16,7.56,Sorghum
1383.75,62.0,27.57,6.41,Lentils
334.1,85.87,20.95,7.0,Kale
393.83,88.79,34.31,7.82,Millet
1420.41,74.36,33.01,6.11,Carrots
1237.7,60.28,30.81,7.65,Millet
436.72,70.32,21.02,6.26,Tomatoes
1248.1,56.06,30.17,5.24,Green Grams
590.73,73.36,18.26,8.09,Tomatoes
1165.35,81.95,25.3,6.32,Bananas
1182.5,79.43,24.28,5.43,Wheat
1300.82,85.28,17.35,6.96,Sorghum
1312.1,49.18,19.12,4.93,Millet
484.8,51.27,26.43,7.25,Carrots
1367.8,71.16,29.25,6.6,Onions
425.47,56.93,30.6,8.04,Maize
1164.27,81.18,11.39,7.25,Cabbage
1366.6,65.41,20.43,6.36,Onions
494.77,61.49,10.66,6.95,Wheat
327.87,84.49,20.18,7.75,Green Grams
436.34,59.75,29.06,4.86,Sweet Potatoes
1269.62,41.74,13.3,5.41,Tomatoes
940.53,69.53,29.9,6.91,Carrots
812.05,65.01,33.77,4.56,Cabbage
1006.04,63.77,28.69,5.91,Sorghum
1425.02,81.44,27.58,5.04,Sweet Potatoes
1316.72,67.31,10.02,6.09,Maize
413.13,63.67,20.95,8.18,Kale
366.95,44.22,27.17,6.0,Cassava
538.08,60.06,20.88,8.05,Peas
1049.25,58.46,11.53,6.73,Sweet Potatoes
441.51,57.35,10.17,7.58,Maize
1078.43,64.09,23.48,7.55,Cabbage
1056.21,81.48,13.51,6.92,Onions
1189.73,65.69,24.87,6.52,Irish Potatoes
1228.67,89.74,25.79,6.28,Kale
1217.14,48.44,26.6,7.02,Millet
335.46,44.53,10.22,5.3,Kale
702.46,44.7,28.42,5.23,Sorghum
378.44,67.69,12.88,5.6,Cowpeas
498.01,75.61,15.55,6.13,Carrots
847.94,72.04,19.33,7.64,Maize
636.89,48.15,22.31,6.75,Cassava
336.03,55.61,14.69,4.91,Green Grams
525.01,62.11,24.56,6.52,Maize
1021.92,62.93,21.79,7.03,Maize
1302.98,52.92,10.82,8.11,Cowpeas
458.11,81.18,34.92,8.18,Onions
420.84,65.45,28.9,6.23,Irish Potatoes
843.94,42.19,22.7,6.4,Wheat
738.97,56.38,19.16,4.87,Watermelon
829.83,66.87,20.09,5.95,Beans
1218.44,88.74,15.13,7.49,Bananas
748.96,73.75,33.12,4.8,Tomatoes
1426.02,81.12,25.49,7.74,Lentils
599.64,69.14,10.66,5.43,Tomatoes
1249.52,47.24,25.05,7.29,Cowpeas
772.76,69.98,25.57,5.81,Cabbage
560.89,85.97,25.25,7.09,Lentils
704.63,68.36,24.92,4.74,Millet
505.6,49.97,20.21,8.05,Beans
843.56,76.06,11.64,7.05,Tomatoes
453.26,73.72,18.37,7.43,Kale
475.28,72.64,33.38,7.45,Tomatoes
818.87,69.14,19.24,4.84,Tomatoes
1463.32,62.18,12.73,7.1,Cabbage
712.05,64.61,34.84,8.36,Sweet Potatoes
389.21,84.35,16.63,7.87,Watermelon
690.79,85.12,20.55,5.93,Millet
737.82,45.71,14.02,8.16,Tomatoes
1325.88,74.55,12.96,5.9,Carrots
431.54,54.21,13.33,8.2,Watermelon
1445.16,49.55,20.74,4.86,Millet
675.47,62.21,23.77,6.13,Wheat
564.5,63.15,10.29,5.89,Sorghum
1262.19,83.09,29.97,8.1,Maize
312.86,64.6,33.68,5.55,Watermelon
600.26,78.84,33.58,6.61,Millet
542.83,88.35,19.24,4.65,Bananas
1287.36,61.1,31.96,8.35,Tomatoes
852.59,51.59,15.46,8.46,Lentils
912.89,61.49,34.95,8.5,Beans
834.96,73.74,26.13,7.4,Lentils
410.95,65.17,15.68,6.77,Watermelon
526.5,46.69,14.79,5.85,Peas
655.29,88.42,25.46,8.23,Wheat
1153.03,53.4,18.65,5.78,Green Grams
493.56,42.23,25.66,5.74,Onions
500.37,86.74,13.84,7.78,Irish Potatoes
1213.28,73.57,20.84,8.48,Wheat
428.51,58.23,13.12,5.28,Peas
1349.57,47.98,18.27,6.53,Lentils
1140.11,47.41,12.42,6.68,Wheat
1011.02,77.77,26.9,8.32,Beans
461.98,70.73,27.0,4.8,Cabbage
959.41,75.25,26.56,4.88,Peas
1466.9,54.0,29.1,8.17,Cabbage
1288.31,81.44,27.15,6.9,Watermelon
1400.66,47.62,11.84,7.61,Onions
452.58,48.26,27.31,5.81,Sweet Potatoes
1416.61,78.49,15.19,8.41,Peas
1338.36,52.79,18.81,7.1,Carrots
645.16,59.82,34.0,7.42,Irish Potatoes
900.6,83.98,10.11,5.91,Tomatoes
943.67,88.51,27.26,7.45,Sweet Potatoes
332.85,74.62,17.3,7.99,Cassava
613.2,76.18,33.75,6.55,Tomatoes
963.83,80.03,11.7,5.05,Rice
1171.9,46.68,21.79,5.38,Carrots
840.68,77.39,31.63,5.82,Lentils
1064.93,76.52,21.23,7.84,Carrots
400.17,70.45,17.31,6.82,Maize
1127.39,71.92,25.68,6.57,Watermelon
968.59,50.21,26.93,5.0,Wheat
897.14,48.82,28.95,6.79,Onions
490.46,78.21,25.01,5.98,Green Grams
422.7,87.94,22.51,5.25,Onions
417.52,60.17,33.75,7.2,Wheat
679.23,73.3,15.68,7.06,Kale
505.56,89.82,34.31,4.91,Bananas
563.67,69.35,32.18,8.14,Lentils
687.32,45.67,28.57,5.91,Peas
998.56,49.0,34.64,5.31,Lentils
390.04,69.17,29.97,8.26,Millet
1276.02,77.23,32.74,6.75,Beans
1211.85,60.14,25.6,4.86,Cowpeas
1137.46,46.22,22.17,4.94,Sweet Potatoes
931.91,59.93,15.66,4.89,Millet
1114.23,51.1,28.43,6.52,Maize
408.28,88.9,14.14,7.52,Kale
600.18,55.48,15.95,5.07,Lentils
435.05,42.72,32.56,6.46,Watermelon
1172.1,41.59,21.39,6.61,Peas
1155.47,46.24,27.23,5.31,Cabbage
890.87,57.52,25.53,7.69,Lentils
312.0,89.88,23.57,5.95,Kale
1151.43,49.81,32.88,7.38,Tomatoes
944.91,60.76,27.08,4.52,Tomatoes
458.85,64.03,29.29,5.6,Cabbage
503.23,54.29,18.0,5.09,Peas
713.47,82.74,30.97,7.77,Bananas
691.24,65.3,33.59,4.74,Bananas
1303.26,88.86,13.78,7.01,Cabbage
1117.81,62.09,18.71,8.16,Sorghum
679.74,52.57,13.42,7.85,Tomatoes
1073.28,73.81,34.42,4.94,Watermelon
476.49,61.7,22.54,8.3,Millet
891.19,78.34,18.29,8.11,Maize
658.51,59.36,21.45,7.03,Kale
1009.82,45.06,24.54,5.16,Millet
603.36,66.92,24.76,5.52,Sweet Potatoes
1102.57,41.92,19.5,5.52,Onions
1412.4,43.18,13.73,6.29,Cassava
472.18,84.55,27.44,5.61,Watermelon
376.32,69.51,14.93,6.54,Rice
1374.29,81.35,26.4,5.78,Bananas
868.75,40.4,31.16,7.52,Sorghum
365.43,77.46,15.5,6.79,Tomatoes
928.81,56.49,14.49,5.19,Bananas
1109.95,45.55,34.69,8.4,Kale
553.7,41.32,32.92,6.28,Cabbage
509.26,77.44,12.92,5.74,Kale
1145.31,76.85,15.79,4.67,Sweet Potatoes
664.44,73.2,34.25,6.99,Rice
1126.27,86.86,29.08,4.75,Cassava
440.27,75.56,10.68,5.61,Peas
993.7,44.28,19.86,5.18,Peas
401.78,84.63,21.57,6.19,Cabbage
408.75,84.6,29.21,4.75,Wheat
1488.07,48.5,17.84,5.68,Peas
932.41,60.31,29.39,6.46,Cowpeas
872.07,82.64,31.76,6.44,Beans
1219.5,70.82,20.39,7.93,Lentils
530.55,64.85,24.87,4.72,Maize
595.34,84.33,34.22,7.51,Beans
863.66,88.21,16.22,6.73,Cassava
347.35,47.0,13.76,5.08,Wheat
1475.31,68.31,19.35,7.26,Bananas
804.66,41.14,19.25,6.24,Beans
1242.67,76.26,31.42,4.71,Rice
1346.15,68.98,20.41,7.38,Cabbage
489.37,49.96,18.33,6.13,Cowpeas
702.51,70.08,20.34,7.64,Kale
1449.81,84.53,22.46,5.59,Peas
1444.05,45.13,16.24,6.82,Wheat
542.19,54.93,29.46,8.01,Carrots
1123.97,79.35,33.86,4.91,Bananas
1045.99,56.45,28.12,5.36,Peas
493.44,82.37,27.39,4.82,Irish Potatoes
445.88,45.12,20.88,5.25,Peas
312.72,56.85,18.59,7.97,Green Grams
917.02,73.83,11.64,4.69,Cowpeas
315.07,46.92,14.77,6.53,Watermelon
793.76,88.19,31.06,4.61,Sorghum
717.64,82.89,10.03,7.17,Peas
1297.23,87.44,17.79,6.59,Beans
1118.29,75.73,27.4,7.9,Peas
1432.02,54.73,19.94,4.95,Beans
659.57,87.9,13.59,7.16,Tomatoes
444.08,57.84,24.03,5.63,Carrots
537.0,64.61,12.05,4.8,Green Grams
413.92,46.23,28.1,7.04,Carrots
1221.64,70.5,14.47,7.02,Cowpeas
1163.74,80.28,10.54,5.79,Watermelon
488.78,50.71,19.62,5.96,Cowpeas
1116.88,75.14,23.49,5.9,Beans
1386.16,70.58,15.57,6.22,Watermelon
640.75,76.99,27.53,6.81,Irish Potatoes
315.29,67.75,22.79,7.35,Cassava
771.44,64.98,34.44,8.18,Cowpeas
552.93,47.68,16.5,8.03,Millet
1246.44,51.69,26.88,7.16,Beans
740.11,70.8,30.72,6.39,Green Grams
1226.02,59.84,22.45,7.94,Rice
1088.82,72.7,26.58,6.91,Cabbage
567.88,58.03,26.46,4.52,Millet
1029.64,88.0,19.3,5.34,Peas
491.5,79.1,19.77,7.24,Bananas
402.51,82.54,12.01,6.79,Sweet Potatoes
1095.39,50.25,22.32,6.51,Onions
1471.83,60.15,11.11,7.88,Sweet Potatoes
777.66,69.87,16.47,4.77,Millet
763.85,40.84,31.9,4.89,Watermelon
1183.86,42.47,27.94,4.79,Carrots
448.54,78.13,28.49,5.82,Kale
1289.59,73.61,20.35,8.18,Peas
302.84,81.83,30.12,6.2,Cabbage
477.74,54.36,11.68,7.34,Maize
502.46,76.44,16.82,8.38,Cabbage
975.84,76.01,10.3,6.57,Cassava
462.88,52.6,30.51,6.43,Irish Potatoes
648.58,83.53,21.15,5.27,Green Grams
783.67,68.98,10.83,7.98,Maize
664.91,50.65,24.79,5.48,Bananas
534.39,83.4,26.78,7.93,Sweet Potatoes
1104.4,55.43,30.55,6.5,Green Grams
374.05,72.49,27.26,8.14,Millet
887.98,50.37,34.99,6.4,Beans
1185.19,77.5,10.63,7.42,Maize
1491.26,78.22,23.14,5.11,Bananas
406.43,53.56,23.84,8.28,Peas
1226.31,64.53,29.84,6.82,Bananas
420.09,52.96,27.42,6.03,Beans
746.15,46.89,29.85,5.64,Beans
1178.62,89.13,29.26,4.96,Watermelon
1072.29,57.16,30.54,5.17,Green Grams
968.19,81.47,10.2,5.9,Cabbage
1013.92,81.08,10.37,8.17,Green Grams
747.0,50.71,24.35,5.29,Peas
1070.92,83.21,20.18,4.83,Tomatoes
752.87,88.29,34.02,4.88,Green Grams
417.78,44.03,10.04,6.54,Cowpeas
491.55,77.87,34.99,7.92,Sorghum
789.53,41.78,13.11,8.28,Irish Potatoes
544.03,75.16,33.71,4.59,Sorghum
335.69,86.49,34.35,8.27,Sweet Potatoes
1080.9,84.87,33.7,8.36,Watermelon
587.46,82.51,13.63,6.71,Irish Potatoes
1087.46,84.68,14.44,6.33,Green Grams
892.24,58.34,32.12,4.61,Tomatoes
867.75,71.91,15.39,6.69,Beans
964.68,68.8,11.09,6.28,Irish Potatoes
1255.41,53.27,28.97,5.43,Millet
819.25,58.85,27.08,6.71,Onions
1422.94,89.86,10.47,6.55,Tomatoes
628.96,45.63,24.81,6.45,Carrots
831.61,54.48,26.7,4.65,Millet
1134.46,61.71,20.32,6.89,Maize
985.31,87.44,25.99,6.27,Onions
750.45,80.7,25.27,7.91,Wheat
960.08,42.75,29.62,7.01,Maize
988.42,71.09,12.88,7.1,Watermelon
1471.11,53.37,14.03,8.42,Cassava
436.47,82.28,19.09,5.16,Maize
497.69,82.24,22.87,7.36,Wheat
1337.73,66.91,12.61,5.32,Cowpeas
1219.7,88.17,15.54,7.09,Irish Potatoes
748.65,42.87,26.22,6.66,Lentils
446.96,87.96,18.73,7.2,Watermelon
1427.14,70.64,13.32,7.8,Irish Potatoes
1113.93,87.1,34.6,5.87,Wheat
783.24,66.27,15.46,5.23,Maize
1366.4,79.44,15.27,8.43,Sweet Potatoes
815.02,44.21,22.05,5.31,Cassava
862.68,47.25,15.97,8.43,Tomatoes
1325.89,49.73,17.55,4.68,Peas
533.4,72.9,32.43,5.55,Irish Potatoes
1274.03,65.64,29.62,6.28,Maize
358.77,86.71,32.06,6.87,Watermelon
466.19,50.34,16.62,4.98,Lentils
692.88,49.26,14.54,5.89,Carrots
480.88,76.09,24.65,7.74,Bananas
895.6,76.73,34.29,7.0,Beans
1305.46,84.62,13.23,6.24,Irish Potatoes
499.65,51.48,22.72,6.74,Lentils
914.36,63.93,33.88,5.62,Tomatoes
670.15,43.26,22.85,4.65,Wheat
984.47,41.48,33.34,7.08,Kale
1015.87,62.68,17.98,8.23,Cowpeas
626.34,71.39,29.99,7.88,Rice
837.24,42.3,19.97,8.38,Bananas
1006.87,69.84,10.34,6.33,Sweet Potatoes
1458.72,56.68,22.83,6.74,Lentils
662.66,80.1,22.16,5.94,Irish Potatoes
1413.05,78.42,23.58,8.48,Maize
354.02,45.86,31.84,6.18,Cassava
1271.14,75.2,30.86,6.13,Millet
575.4,45.76,23.02,7.12,Bananas
1261.23,41.59,17.28,7.48,Peas
440.56,52.11,13.21,8.14,Carrots
758.67,86.24,28.08,7.0,Cabbage
927.71,65.87,26.43,6.32,Peas
865.28,89.92,23.79,8.12,Sorghum
340.97,69.67,20.96,6.67,Cabbage
335.18,71.33,14.81,5.14,Sweet Potatoes
986.36,72.34,25.43,7.66,Green Grams
867.72,81.83,14.35,5.04,Watermelon
674.13,50.91,32.66,7.45,Cabbage
1240.98,83.67,31.0,6.51,Bananas
1442.99,57.94,26.79,6.76,Tomatoes
1173.58,61.3,27.19,6.04,Wheat
1335.03,55.81,28.74,7.12,Carrots
1324.99,81.1,26.23,5.96,Rice
1348.53,53.2,25.29,5.25,Cassava
1307.31,86.73,20.14,5.3,Millet
779.44,55.24,34.65,6.99,Cassava
787.33,82.44,18.71,5.29,Sorghum
1220.81,76.7,30.95,7.64,Rice
1254.71,84.91,15.37,5.38,Sorghum
1289.94,80.13,22.58,6.73,Wheat
708.19,49.16,23.12,4.71,Cabbage
302.37,75.49,19.03,8.32,Wheat
1415.07,61.37,30.22,6.21,Kale
711.37,44.43,27.66,4.66,Watermelon
632.95,71.66,22.29,5.2,Carrots
881.76,81.73,21.03,4.98,Green Grams
310.16,84.53,21.88,5.5,Beans
1277.18,46.5,31.96,7.66,Carrots
704.56,47.31,11.44,7.87,Tomatoes
1008.82,50.59,29.08,6.79,Sweet Potatoes
382.07,40.62,25.82,4.56,Cowpeas
1227.71,53.42,20.43,7.84,Tomatoes
1259.85,64.7,23.7,5.84,Peas
339.12,89.71,18.05,5.62,Tomatoes
616.09,53.18,29.29,8.04,Wheat
645.49,87.49,23.92,7.87,Wheat
1005.02,59.39,12.66,4.71,Watermelon
872.89,42.53,24.97,5.58,Tomatoes
1441.25,41.8,20.94,7.38,Maize
687.84,67.4,29.02,5.31,Bananas
813.86,84.85,29.75,7.94,Tomatoes
1036.2,60.34,22.16,7.06,Wheat
1032.85,87.31,28.37,7.36,Onions
784.35,65.61,32.85,5.87,Sweet Potatoes
1283.41,57.19,10.93,4.57,Beans
1198.44,87.7,30.92,4.55,Sorghum
1321.8,55.86,15.02,5.18,Bananas
1085.51,69.95,17.31,8.34,Green Grams
387.6,89.39,30.1,5.87,Sweet Potatoes
1216.16,56.21,19.79,4.76,Watermelon
1051.41,71.03,13.71,5.26,Bananas
1396.17,43.45,13.68,7.36,Watermelon
1296.41,77.52,18.29,8.3,Sweet Potatoes
1024.86,61.47,15.0,6.05,Sorghum
1054.47,48.08,30.4,4.77,Sweet Potatoes
1131.64,52.11,11.95,5.45,Watermelon
1158.45,84.42,11.83,4.9,Cabbage
864.38,46.68,15.11,8.29,Watermelon
806.74,84.05,12.12,5.32,Kale
1434.48,69.01,17.18,7.96,Bananas
1372.94,74.93,30.02,6.07,Bananas
922.7,51.81,14.43,4.63,Peas
1088.98,77.59,28.1,5.11,Cabbage
1270.0,59.43,24.23,4.91,Watermelon
1240.65,70.23,29.68,5.11,Lentils
820.51,68.02,15.35,7.19,Green Grams
1123.2,50.5,34.73,6.33,Cowpeas
1306.66,71.82,10.39,6.77,Peas
693.71,52.47,17.76,7.62,Cassava
704.21,52.12,23.64,7.6,Peas
1339.73,74.31,23.04,5.18,Cassava
1015.79,45.17,14.06,5.59,Rice
357.58,55.16,22.99,5.09,Onions
853.63,55.22,10.99,7.44,Beans
1447.06,65.79,15.66,7.94,Peas
1236.37,57.22,29.66,8.06,Cassava
730.65,78.33,15.22,5.36,Cassava
1220.63,53.8,28.82,6.2,Cowpeas
1005.92,60.2,13.2,8.31,Sweet Potatoes
1218.49,45.8,16.05,5.78,Sweet Potatoes
1332.0,52.65,21.3,6.47,Rice
652.11,87.59,14.37,5.39,Cabbage
1480.43,63.15,26.41,8.06,Bananas
1095.88,64.49,34.85,7.07,Tomatoes
898.42,77.95,30.11,7.5,Cassava
1324.03,58.11,28.74,8.07,Watermelon
1075.84,42.18,30.57,6.73,Cassava
549.19,89.98,25.85,6.93,Peas
492.58,67.26,21.1,7.66,Onions
779.83,81.14,17.75,8.33,Bananas
798.72,51.31,34.23,5.46,Beans
588.6,58.26,12.87,7.74,Green Grams
1208.84,48.46,17.45,8.33,Carrots
552.21,83.65,26.74,4.59,Cabbage
854.72,75.75,32.66,8.02,Carrots
1378.96,53.1,25.3,4.54,Kale
1167.43,74.28,33.24,8.4,Sweet Potatoes
382.91,73.87,20.62,7.03,Tomatoes
326.23,65.83,19.64,6.09,Irish Potatoes
1158.23,69.39,32.33,5.26,Lentils
682.87,75.08,14.3,8.39,Wheat
619.9,64.31,15.94,7.13,Onions
491.61,88.95,32.47,7.42,Peas
687.76,57.83,31.86,7.65,Cassava
763.59,87.17,16.91,7.69,Wheat
923.04,68.6,27.23,7.24,Cabbage
600.54,64.9,28.97,6.82,Tomatoes
367.9,55.2,27.15,7.96,Millet
1129.16,52.73,19.82,7.63,Beans
1453.55,77.57,15.31,7.55,Green Grams
773.12,70.07,12.55,8.26,Tomatoes
995.85,85.48,15.79,7.68,Peas
1305.86,71.16,26.44,7.47,Tomatoes
1165.74,81.37,20.02,7.87,Rice
1402.71,86.56,19.77,6.64,Bananas
1170.39,80.56,26.0,4.63,Millet
1022.55,60.85,11.22,8.18,Rice
1494.87,87.27,19.53,5.57,Sweet Potatoes
1205.27,88.11,28.28,6.16,Carrots
361.13,88.88,22.13,6.36,Green Grams
677.3,40.78,14.42,5.79,Maize
953.79,57.78,30.9,8.26,Watermelon
858.18,55.04,25.12,5.91,Sorghum
505.03,71.72,29.07,5.86,Millet
794.76,65.7,15.13,7.23,Tomatoes
326.92,49.13,22.55,7.12,Rice
940.92,76.86,11.8,8.32,Bananas
495.18,46.97,25.18,6.51,Bananas
349.1,42.69,12.1,5.36,Watermelon
1231.17,47.28,32.81,7.93,Maize
1192.77,68.66,26.77,5.02,Irish Potatoes
1220.06,89.7,17.66,6.18,Millet
835.98,86.84,30.84,8.24,Watermelon
301.52,44.16,32.06,7.09,Beans
1016.2,42.25,11.68,4.5,Maize
1274.07,73.53,11.08,7.65,Maize
821.89,72.82,25.48,7.13,Green Grams
1347.15,65.3,14.91,7.72,Cabbage
379.77,76.42,17.26,4.9,Onions
647.41,71.98,16.84,6.67,Tomatoes
1376.91,44.81,15.05,6.15,Millet
1377.97,53.55,25.83,7.47,Carrots
980.45,58.39,16.38,7.5,Peas
951.23,48.09,20.93,4.99,Rice
779.71,51.3,31.57,6.27,Lentils
741.9,80.59,15.45,8.07,Sweet Potatoes
592.97,42.57,11.26,6.24,Maize
822.54,51.04,17.42,5.37,Rice
649.57,61.94,18.23,6.6,Sweet Potatoes
1440.51,68.85,15.76,8.11,Maize
681.54,88.67,14.22,5.81,Sorghum
682.86,72.86,22.8,5.87,Peas
1250.94,69.23,24.42,6.2,Onions
449.96,83.71,25.98,4.55,Tomatoes
604.43,50.09,21.57,8.22,Lentils
1476.43,89.59,21.09,7.08,Cowpeas
810.32,47.52,33.05,4.6,Onions
472.93,44.88,16.29,5.09,Carrots
1189.9,79.69,16.49,7.49,Rice
620.62,75.64,33.38,8.07,Cowpeas
1136.56,70.41,25.17,4.91,Bananas
1240.71,82.32,21.73,6.07,Millet
440.13,79.13,26.95,5.53,Bananas
592.13,76.6,28.19,4.77,Kale
455.79,44.27,33.16,4.95,Sorghum
383.11,83.81,30.0,8.07,Cowpeas
1460.3,69.89,23.48,7.79,Kale
449.13,89.23,24.17,6.18,Irish Potatoes
657.74,84.67,16.42,5.6,Sorghum
1241.75,71.13,24.34,7.02,Green Grams
693.86,54.99,20.59,5.35,Wheat
316.62,47.71,33.81,7.42,Watermelon
1090.26,75.86,11.21,5.4,Lentils
1248.21,43.78,20.76,7.23,Cabbage
688.3,70.38,24.96,6.35,Beans
1408.97,87.39,31.76,6.91,Bananas
918.63,51.84,15.21,8.09,Cassava
301.24,79.67,13.17,6.05,Tomatoes
1045.58,85.12,14.99,6.89,Lentils
558.29,88.75,31.33,5.19,Onions
712.79,76.46,13.03,7.41,Watermelon
772.79,66.55,16.81,8.23,Cabbage
648.79,72.19,28.07,8.42,Carrots
556.07,89.86,26.58,6.24,Rice
1407.86,78.85,12.65,5.01,Cabbage
1481.89,68.76,14.83,7.29,Cassava
793.21,75.78,19.02,6.65,Rice
964.97,64.29,14.94,5.8,Maize
762.69,79.31,21.68,7.44,Tomatoes
658.39,84.79,20.47,6.71,Sorghum
656.16,51.17,10.41,4.87,Irish Potatoes
382.76,65.3,32.0,6.54,Peas
444.62,47.64,20.29,5.87,Watermelon
1008.77,69.12,16.86,5.84,Kale
1201.86,58.29,34.89,6.01,Sweet Potatoes
513.79,82.5,16.6,8.29,Sweet Potatoes
1264.62,48.77,22.81,8.46,Millet
1037.72,51.2,22.45,7.93,Cabbage
748.73,75.49,30.3,6.8,Onions
1420.21,74.85,17.63,6.84,Kale
1270.92,53.34,14.08,5.75,Bananas
893.49,55.99,11.78,5.45,Millet
914.4,53.44,15.87,7.68,Sweet Potatoes
406.34,83.87,21.51,6.31,Tomatoes
488.16,54.48,20.19,7.44,Beans
690.28,76.33,18.08,8.4,Onions
1000.25,78.9,11.98,4.65,Cabbage
